Year,heating,cooling & ventilation,envelope,lighting,appliances,other
electricity (BTU),12560100000000.0,12079900000000.0,0.0,4060030000000.0,24822800000000.0,16748100000000.0
coal (BTU),0.0,0.0,0.0,0.0,0.0,0.0
natural gas (BTU),17039000000000.0,0.0,0.0,0.0,6257920000000.0,470003000000.0
petroleum diesel (BTU),1843480000000.0,0.0,0.0,0.0,0.0,182854000000.0
heat (BTU),0.0,0.0,0.0,0.0,0.0,0.0
biomass (BTU),2161470000000.0,0.0,0.0,0.0,0.0,0.0
kerosene (BTU),0.0,0.0,0.0,0.0,0.0,0.0
heavy or residual fuel oil (BTU),0.0,0.0,0.0,0.0,0.0,0.0
LPG propane or butane (BTU),3508740000000.0,0.0,0.0,0.0,1288270000000.0,532119000000.0
hydrogen (BTU),0.0,0.0,0.0,0.0,0.0,0.0
